video_id,title,published_at,view_count,like_count,comment_count,duration,fetched_at
3ysda_jcpQg,Como VÊNUS virou um INFERNO?,2023-11-27T14:45:00Z,2467469,122293,2658,PT13M42S,2025-11-09T02:45:14.649422
8cZzKUNuymk,O que são esses QUADRADINHOS nas embalagens do mercado?,2025-04-01T15:00:18Z,2459865,176277,1240,PT1M,2025-11-09T02:45:13.252162
C4nOf9Y8VA4,por que os carros de FÓRMULA 1 não tem LUZ de FREIO?,2024-09-16T22:28:33Z,2451104,263373,1125,PT56S,2025-11-09T02:45:13.490871
0awzwBOAtMo,A GUERRA que quase foi causada pelo GOOGLE MAPS,2025-05-29T20:00:04Z,2444345,202853,995,PT1M12S,2025-11-09T02:45:13.045428
Jlj8qIB_Fgo,O que significa a PROBABILIDADE de CHUVA?,2025-02-17T18:00:39Z,2441285,297777,6093,PT1M11S,2025-11-09T02:45:13.252228
dLxaZSmZCUQ,a MAIOR EXPLOSÃO da HISTÓRIA,2024-01-14T20:00:14Z,2428994,288225,2120,PT57S,2025-11-09T02:45:14.395171
ekrVXGYwBps,por que BATER no KETCHUP FUNCIONA?,2023-01-05T20:00:22Z,2428895,303298,1362,PT48S,2025-11-09T02:45:15.907024
o9vD1IdUr08,COINCIDÊNCIAS existem?,2023-01-29T14:00:28Z,2423680,335979,2113,PT1M,2025-11-09T02:45:15.906938
VEMjAq1cySU,EINSTEIN era RUIM em MATEMÁTICA,2023-05-19T20:00:11Z,2417040,291724,1062,PT1M,2025-11-09T02:45:15.294440
49iQSdFZ754,é possível COZINHAR dando TAPAS na comida?,2023-02-07T20:00:02Z,2413720,324212,1858,PT58S,2025-11-09T02:45:15.680874
wNydq8o1UGI,por que BURACOS NEGROS PEQUENOS são MAIS PERIGOSOS?,2022-12-19T20:00:13Z,2410829,320955,3523,PT1M,2025-11-09T02:45:15.907106
8xFcJ_VEm80,O Paradoxo de Fermi #Shorts,2022-04-18T14:16:53Z,2405797,328369,5550,PT1M,2025-11-09T02:45:16.976223
S_RdjVvy-WY,O número MAIS MISTERIOSO do UNIVERSO,2023-08-21T20:00:08Z,2384719,164343,4761,PT13M6S,2025-11-09T02:45:14.877348
ZBWKse-_c8k,Por que o MUNDO está ficando menos COLORIDO,2024-07-15T21:00:30Z,2371460,123333,3895,PT16M13S,2025-11-09T02:45:13.722595
B2u8FYE9fWk,As 3 Leis de Newton EXPLICADAS,2019-05-20T21:55:41Z,2351765,218769,2776,PT11M25S,2025-11-09T02:45:18.433825
dKWpPPMiuYY,O que acontece se você NUNCA dormir?,2024-05-07T15:00:36Z,2326262,142915,4752,PT12M35S,2025-11-09T02:45:13.948141
8_kEJRQBRwc,A História do Núcleo do Demônio,2021-12-26T21:04:46Z,2297638,188122,2590,PT11M19S,2025-11-09T02:45:17.390096
SeJ-TnkTrW4,por que as teclas F e J tem um relevo?,2023-11-03T20:00:08Z,2295558,237694,3153,PT1M,2025-11-09T02:45:14.649494
2yewZHANCtY,Por que Plutão NÃO É Planeta? #Shorts,2022-05-09T13:30:00Z,2284434,290102,1422,PT52S,2025-11-09T02:45:16.976106
JViidkIm0WU,esse tênis era tão bom que quase foi BANIDO das OLIMPÍADAS,2024-08-28T15:00:29Z,2284250,276724,1748,PT49S,2025-11-09T02:45:13.490932
eYcFC_WBz9E,encontramos sinais de VIDA em MARTE?,2025-09-12T22:46:46Z,2283661,239933,5719,PT1M41S,2025-11-09T02:45:13.045276
jYlr3G9yB8s,A Relatividade Geral Explicada,2021-03-25T20:30:14Z,2272577,187113,3885,PT10M48S,2025-11-09T02:45:17.787887
ItULWsrGiQs,O Mistério do Astronauta Perdido,2024-01-01T15:00:12Z,2267342,119330,2465,PT16M19S,2025-11-09T02:45:14.395238
Z2hf2k2VVuU,como o DRS da FÓRMULA 1 funciona?,2024-03-28T21:05:52Z,2252008,249247,789,PT1M,2025-11-09T02:45:14.145127
7xvr9jWdWSw,onde estão os VIAJANTES do TEMPO?,2022-12-17T20:00:03Z,2251281,332188,3108,PT52S,2025-11-09T02:45:15.907115
C9LtwKyJOvk,o que acontece quando PLANETAS se ALINHAM?,2025-02-12T15:00:15Z,2247087,209757,1415,PT58S,2025-11-09T02:45:13.252248
kK74rXQPIYQ,O que está acontecendo com essas ONDAS?,2024-10-23T22:30:07Z,2242510,219931,893,PT1M,2025-11-09T02:45:13.490794
ViYHDmXdVOQ,É verdade que cachorros vivem 7 ANOS para cada ano nosso?,2024-03-22T15:00:23Z,2240891,211462,7843,PT59S,2025-11-09T02:45:14.145158
xqtL5O_hcMs,qual é o LADO CERTO do PAPEL HIGIÊNICO?,2024-02-26T20:27:18Z,2218183,166853,3901,PT42S,2025-11-09T02:45:14.145296
yn702BHxU1U,como funciona um BLOQUEADOR de Bluetooth?,2025-01-17T23:35:51Z,2217051,241433,5365,PT1M27S,2025-11-09T02:45:13.252310
pKEq8d_1pn4,O Gato de Schrödinger Explicado,2019-04-21T23:24:39Z,2167594,259214,7897,PT9M55S,2025-11-09T02:45:18.433852
8MZYXGT_vVs,Qual é a VELOCIDADE da GRAVIDADE?,2023-03-28T20:00:02Z,2166112,292330,1425,PT56S,2025-11-09T02:45:15.680581
0TjhggXdj-A,Por que pessoas BURRAS se acham INTELIGENTES?,2024-04-08T20:11:37Z,2158614,178632,7028,PT14M35S,2025-11-09T02:45:14.145068
ifqBGkpm3q8,por que PÁSSAROS não tomam CHOQUE?,2023-01-04T20:00:17Z,2150503,301548,2481,PT59S,2025-11-09T02:45:15.907028
DoiXVJOmLMA,é verdade que precisamos de 8 COPOS de ÁGUA por DIA?,2024-05-12T15:30:03Z,2148647,248877,4231,PT1M,2025-11-09T02:45:13.948108
DNx1DbEIVgk,viajar no tempo é uma PÉSSIMA ideia,2024-06-22T15:00:09Z,2133606,258708,3734,PT1M,2025-11-09T02:45:13.722730
8Bro3EKbS3g,O Paradoxo do Aniversário #Shorts,2022-04-22T13:26:16Z,2119139,254782,6281,PT58S,2025-11-09T02:45:16.976199
7VO4rlbr8_U,Nós precisamos falar sobre OZEMPIC,2024-11-21T21:58:17Z,2115296,149303,7814,PT12M37S,2025-11-09T02:45:13.252389
ZWCA8ejKUdA,A PIOR cirurgia da HISTÓRIA,2025-04-04T22:53:11Z,2110646,119014,1797,PT16M34S,2025-11-09T02:45:13.252155
PfD7bAFXgqc,Esse NAVIO era feito de GELO?,2025-05-12T15:30:10Z,2105249,210255,1012,PT1M27S,2025-11-09T02:45:13.045475
4Hs3fW1-7Qk,quantos QUILOS você vai comer na VIDA?,2024-03-15T15:00:07Z,2100337,242464,1640,PT49S,2025-11-09T02:45:14.145195
mREqChj1q_A,O Mistério do Sinal Wow,2023-05-18T20:01:25Z,2086604,147088,3266,PT17M54S,2025-11-09T02:45:15.294445
ChY2oir_jKU,Como seria o SOM DO SOL se pudéssemos ouvir da Terra? #Shorts,2022-05-30T13:06:51Z,2086156,261762,1255,PT43S,2025-11-09T02:45:16.976030
IH-wBijX53M,O Verdadeiro Problema de Inteligências Artificiais,2023-06-22T14:00:10Z,2082278,167394,4335,PT16M6S,2025-11-09T02:45:15.081542
STRgfvypNxA,como CRIAR um NOVO ELEMENTO,2023-01-25T20:00:07Z,2079690,225916,6339,PT59S,2025-11-09T02:45:15.906961
4s28mk9qZXs,O Paradoxo de Bootstrap Explicado,2019-07-28T19:41:03Z,2069839,235831,8810,PT8M19S,2025-11-09T02:45:18.433782
DLwNBDU2ZaE,Até que ponto no PASSADO você SOBREVIVERIA na TERRA?,2023-09-14T20:00:03Z,2066522,120911,1849,PT12M14S,2025-11-09T02:45:14.877214
3kl0Z-lYiF4,O VIDRO é um LÍQUIDO?,2023-03-24T20:00:00Z,2061404,302389,913,PT1M,2025-11-09T02:45:15.680607
L9S_p-WJCAE,como ASTRONAUTAS coçam o nariz?,2024-08-22T21:00:13Z,2055178,187062,1062,PT44S,2025-11-09T02:45:13.490957
es-7kJBoUE0,A HISTÓRIA NÃO FAZ SENTIDO,2025-02-07T22:18:27Z,2052647,152395,3363,PT14M39S,2025-11-09T02:45:13.252261
Mi1R5Wt8PEI,O mundo pode ACABAR em 60 MINUTOS,2024-05-21T17:00:11Z,2044379,139123,7574,PT18M43S,2025-11-09T02:45:13.948054
1R7hFU6rVlc,QUE HORAS O DIA ACABA?,2023-08-16T20:00:00Z,2039854,286726,769,PT58S,2025-11-09T02:45:15.081254
AUbaBcDZlQU,E se juntássemos o SUOR de TODA a HUMANIDADE?,2025-05-26T19:30:01Z,2037486,155392,1027,PT56S,2025-11-09T02:45:13.045435
IupbyY_aGKg,como SOBREVIVER a um ELEVADOR CAINDO?,2023-09-26T20:00:07Z,2021215,278871,1621,PT57S,2025-11-09T02:45:14.877156
TNbXwgisJJU,por que VENTILADORES começam na velocidade MÁXIMA?,2023-04-12T20:13:52Z,2004990,250129,2672,PT1M,2025-11-09T02:45:15.294600
H9PMGM23dRM,o PLANETA DESAPARECIDO do SISTEMA SOLAR,2023-07-08T20:00:04Z,1992603,254917,7310,PT56S,2025-11-09T02:45:15.081455
4oO5f12idJY,Por que não jogamos lixo nuclear no Sol? #Shorts,2022-02-15T14:46:04Z,1973836,261917,1367,PT53S,2025-11-09T02:45:17.176569
Kf5b8rM8z80,O que as BETS fazem com o seu CÉREBRO,2024-11-26T15:00:28Z,1968239,131554,5964,PT23M35S,2025-11-09T02:45:13.252384
1JygDtabshw,encontramos ÁGUA em MARTE?,2024-08-14T15:00:02Z,1964382,259261,4496,PT1M,2025-11-09T02:45:13.490994
8iy49Vb91yY,O Gato de Schrödinger Explicado em 1 Minuto #Shorts,2022-03-09T14:33:27Z,1955470,258774,2355,PT1M,2025-11-09T02:45:17.176463
uVyTSjRiwxQ,essa é a coisa mais BRILHANTE do UNIVERSO,2025-01-23T21:58:24Z,1954766,210276,1207,PT1M19S,2025-11-09T02:45:13.252294
CJGDgjsVdvI,Por que a Terra é Redonda? #Shorts,2022-02-10T15:53:03Z,1931308,271480,4534,PT56S,2025-11-09T02:45:17.176596
SWw1Mac0Ks4,Por que VIAJAR no TEMPO é uma PÉSSIMA ideia,2023-07-28T14:00:16Z,1931242,157008,3533,PT9M40S,2025-11-09T02:45:15.081383
1B6n8EQvSZM,O Experimento MAIS BIZARRO da FÍSICA,2023-12-18T15:00:01Z,1924155,115912,4049,PT19M37S,2025-11-09T02:45:14.649340
8gwJB19qdJA,Nós Estamos Vivendo em uma Simulação?,2022-06-02T14:00:45Z,1918169,176732,7299,PT17M49S,2025-11-09T02:45:16.975998
WfSUyWV_xN4,O que acontece se você ABRIR o CAPACETE no ESPAÇO?,2023-11-01T20:00:13Z,1916397,122092,1881,PT10M52S,2025-11-09T02:45:14.649502
Koi9nQwo7Ik,Existe um BURACO NEGRO dentro dessa ESTRELA,2024-02-05T14:00:12Z,1915491,85691,1357,PT16M59S,2025-11-09T02:45:14.395055
Aow-fq85BnI,Por que é IMPOSSÍVEL de Chegar na Velocidade da Luz? #Shorts,2022-02-03T14:19:14Z,1910014,258994,2793,PT1M,2025-11-09T02:45:17.176632
GgMJep-4sHU,E se uma Bomba Nuclear EXPLODISSE em São Paulo?,2021-07-26T20:35:32Z,1886587,155415,4117,PT9M55S,2025-11-09T02:45:17.390306
lW4QqxvlOQk,Por que não voltamos para a Lua? #Shorts,2022-05-16T13:30:10Z,1882070,262472,2384,PT1M,2025-11-09T02:45:16.976072
3VLPyOLC1nc,O Que É Energia? | Episódio 1,2020-06-10T20:00:00Z,1875325,208573,5463,PT13M4S,2025-11-09T02:45:18.114453
YC6UWmbl4ds,qual é a PRIMEIRA coisa que ÁLIENS vão ver da TERRA?,2025-07-31T20:10:47Z,1863862,185410,4017,PT1M26S,2025-11-09T02:45:13.045320
6QhIwSzFEhQ,É verdade que comer FORMIGAS faz bem pra VISTA?,2025-02-03T20:45:18Z,1863463,190646,1541,PT50S,2025-11-09T02:45:13.252273
QU_Dq7Z92zg,A sua LÍNGUA É UMA MENTIRA,2024-06-29T15:00:19Z,1862960,236081,2253,PT1M,2025-11-09T02:45:13.722682
xSYkc9J8UjU,Como dormir melhor... de acordo com a ciência,2024-09-02T22:00:39Z,1853988,164394,4109,PT12M45S,2025-11-09T02:45:13.490916
SHYohMuoBsk,Por que fazemos BESTEIRA quando somos mais NOVOS?,2024-12-13T19:00:24Z,1848499,235038,1617,PT1M10S,2025-11-09T02:45:13.252330
8C5BwDR8NpI,E Se a Terra Parasse de Girar?,2018-06-08T14:00:01Z,1840829,174665,5345,PT11M5S,2025-11-09T02:45:18.666034
-kQ-nX8WUdw,E se a VIDA NÃO COMEÇOU na TERRA?,2023-12-25T15:00:00Z,1838659,89788,1542,PT14M44S,2025-11-09T02:45:14.395274
Tah4D0VZb00,uma TEMPESTADE SOLAR vai ATINGIR a TERRA?,2024-02-09T15:00:22Z,1830548,238247,5116,PT53S,2025-11-09T02:45:14.395023
rKYyxFHBnx8,qual a chance de você MORRER AMANHÃ?,2023-12-19T20:00:19Z,1810893,250569,1785,PT57S,2025-11-09T02:45:14.649335
wDE92r8vjxI,círculos NÃO EXISTEM na vida real #shorts,2022-09-21T14:00:35Z,1791418,255128,1722,PT1M,2025-11-09T02:45:16.413142
1wYRpzfYxt0,o PARADOXO do QUEIJO SUÍÇO,2023-04-01T20:00:00Z,1791237,254726,1970,PT59S,2025-11-09T02:45:15.294759
6P23B0pMh68,essa ESTRELA é MAIS VELHA do que o UNIVERSO,2022-12-08T20:00:01Z,1769162,254130,5455,PT1M,2025-11-09T02:45:16.197345
tAt_bEH92T8,o SOM MAIS ALTO da HISTÓRIA,2023-03-17T20:00:26Z,1768717,219934,1086,PT58S,2025-11-09T02:45:15.680650
ISVqX1YkwMc,a FASE da LUA influencia no crescimento do CABELO?,2024-06-06T20:00:13Z,1763578,222433,3210,PT59S,2025-11-09T02:45:13.947949
bQW3kToSMj0,Por que não clonamos HUMANOS?,2024-04-26T15:00:35Z,1758617,112431,4590,PT14M25S,2025-11-09T02:45:13.948199
VTG4fHlU7oA,as PEGADAS na LUA vão durar MAIS TEMPO do que as PIRÂMIDES,2023-11-22T20:00:12Z,1755050,234620,1635,PT59S,2025-11-09T02:45:14.649435
H_aZvIyCLOc,onde o CALOR do SOL ACABA?,2023-08-06T20:00:07Z,1752956,256821,948,PT56S,2025-11-09T02:45:15.081325
jFBh2Ge6VJc,o que aconteceu com o avião MAIS RÁPIDO da história?,2024-06-30T15:00:41Z,1747911,232313,3175,PT1M,2025-11-09T02:45:13.722674
jehArMxmrlc,como GANHAR uma DISCUSSÃO usando o MÉTODO SOCRÁTICO,2023-05-24T20:38:56Z,1746605,260819,2041,PT53S,2025-11-09T02:45:15.294412
4uuVTQHJ_LU,por que cada vez mais PESSOAS usam ÓCULOS?,2024-07-28T21:30:00Z,1746406,212262,2177,PT1M,2025-11-09T02:45:13.722512
98OvQpOkOIU,O Paradoxo dos Gêmeos Explicado,2019-02-22T17:02:32Z,1736465,167759,4060,PT11M6S,2025-11-09T02:45:18.433890
MhoNkQnQHdQ,Nós Estamos Sendo PUXADOS pelo GRANDE ATRATOR,2021-11-18T16:00:00Z,1715723,133476,3822,PT14M38S,2025-11-09T02:45:17.390152
G19eHztK7oQ,Você sabe como o VELCRO FUNCIONA?,2025-06-30T19:00:24Z,1694578,138258,719,PT56S,2025-11-09T02:45:13.045379
6MnMgaJm5yU,MAU CHEIRO causa DOENÇAS?,2024-01-24T20:00:02Z,1691769,226015,801,PT49S,2025-11-09T02:45:14.395118
IkHC0kjkc7g,O que aconteceu na Apollo 13?,2024-05-23T20:30:02Z,1685601,69493,1950,PT16M57S,2025-11-09T02:45:13.948041
MxI37E0ckKU,Qual coisa feita por HUMANOS vai DURAR mais TEMPO?,2023-10-02T19:58:50Z,1677495,81686,1313,PT13M7S,2025-11-09T02:45:14.877131
p15Aw1e_Io0,essa é a razão pela qual você NUNCA TOCA em NADA,2023-09-02T20:00:10Z,1671777,212610,3723,PT1M,2025-11-09T02:45:14.877287
7tFhSMnmkDg,Por que a altura do EVEREST foi medida errada DE PROPÓSITO?,2022-11-27T20:00:04Z,1658842,252999,618,PT1M,2025-11-09T02:45:16.197399
IlEovwrFLGQ,ANTIMATÉRIA (Por Que Você Deveria Ficar Longe de Bananas),2018-04-13T14:00:04Z,1658113,174038,4147,PT8M43S,2025-11-09T02:45:18.666085
Ao6vQ7rxf8s,Por que você NÃO LEMBRA do Futuro?,2021-05-19T15:27:31Z,1648871,174812,5892,PT11M38S,2025-11-09T02:45:17.390394
YNmv0Vn3PSg,por que PÁSSAROS voam em V?,2024-04-03T15:00:34Z,1640018,188756,1039,PT59S,2025-11-09T02:45:14.145098
sSWxuquS1dw,por que algumas comidas EXPLODEM no MICROONDAS?,2023-11-04T20:00:14Z,1633973,209759,824,PT57S,2025-11-09T02:45:14.649490
TnIKQ4YBnjg,A CIVILIZAÇÃO ao REDOR de um BURACO NEGRO,2023-10-19T20:00:06Z,1627073,88776,1260,PT16M21S,2025-11-09T02:45:14.877048
zkI1TZOKSrM,O Paradoxo do Conhecimento,2023-06-05T14:13:25Z,1622848,128695,2026,PT10M27S,2025-11-09T02:45:15.294347
cfQu-qxLFNI,A verdade sobre TESTES de QI,2024-11-09T15:30:21Z,1618020,98453,9719,PT17M42S,2025-11-09T02:45:13.252426
sR5hPq7eev0,Você NÃO Controla a sua Vida,2022-06-13T15:03:09Z,1610733,155244,6098,PT12M19S,2025-11-09T02:45:16.775240
A3DfWSrA_Fc,É possível ver o PASSADO olhando para o CÉU?,2024-05-18T17:00:05Z,1607935,188726,1173,PT58S,2025-11-09T02:45:13.948068
yv-MFM2BJQI,Como Fazer um Buraco de Minhoca,2021-04-12T19:06:40Z,1602655,149336,3775,PT9M46S,2025-11-09T02:45:17.787859
5enuzPO29FY,a SÍNDROME de KESSLER,2022-11-22T20:00:04Z,1601630,234446,1034,PT55S,2025-11-09T02:45:16.197431
kKQBmljsyI4,o HOMEM que VIAJOU NO TEMPO,2022-12-06T20:00:12Z,1596825,230046,3288,PT1M,2025-11-09T02:45:16.197356
Wh6Vis-8gtU,O que vai acontecer quando descobrirmos VIDA FORA da TERRA?,2023-11-17T15:00:33Z,1581528,106362,3194,PT13M51S,2025-11-09T02:45:14.649444
_4VEtLsGWhY,THERAC-25: O PIOR erro de SOFTWARE da HISTÓRIA,2024-01-22T14:00:20Z,1580229,127361,2040,PT16M35S,2025-11-09T02:45:14.395131
3k4ToXliIh4,qual é a coisa criada por HUMANOS que vai DURAR MAIS TEMPO?,2023-09-05T20:00:01Z,1578279,221833,4867,PT58S,2025-11-09T02:45:14.877270
0XKh2oT0b5w,O que acontece no ZERO ABSOLUTO?,2024-02-27T14:30:00Z,1577225,117543,4151,PT14M54S,2025-11-09T02:45:14.145291
uLh-6mQoQnU,O Fim do Universo,2020-05-10T00:09:09Z,1565346,147532,5238,PT12M26S,2025-11-09T02:45:18.114474
iXUQP4fyBGU,a FALÁCIA do APOSTADOR,2022-12-02T20:00:12Z,1564523,238113,916,PT56S,2025-11-09T02:45:16.197374
YzGKgZC6opE,Como o seu NOME influencia a sua VIDA,2024-07-12T20:30:06Z,1562100,123690,8648,PT12M59S,2025-11-09T02:45:13.722609
d_LhLshCoIM,Como um MOTOR DE DOBRA Funciona?,2022-07-20T20:00:17Z,1552203,151208,3431,PT9M39S,2025-11-09T02:45:16.775095
8UqNVzY0EVg,Uma Breve História (do Início) do Universo,2022-10-05T14:00:06Z,1545136,111394,2507,PT14M56S,2025-11-09T02:45:16.413072
hMMXwAubbd4,Por que o Universo é PLANO? #Shorts,2022-04-05T15:35:15Z,1543566,196318,2145,PT1M,2025-11-09T02:45:16.976282
kH5a6k35LUY,por que o UNIVERSO tem uma TEMPERATURA MÍNIMA?,2022-12-23T20:00:09Z,1540006,221213,1234,PT1M,2025-11-09T02:45:15.907088
LJ2k-lssHG0,Quantos GB de memória cabem no CÉREBRO HUMANO? #Shorts,2022-06-06T13:38:30Z,1539818,233140,1390,PT47S,2025-11-09T02:45:16.975984
RuUOZEo9UUg,as 7 CHAVES que CONTROLAM a INTERNET,2023-11-02T20:00:08Z,1539404,172900,803,PT52S,2025-11-09T02:45:14.649498
BmwYRSJb_CU,existem mais coisas feitas por HUMANOS ou VIDA na TERRA?,2023-12-29T20:00:04Z,1530254,256123,1200,PT1M,2025-11-09T02:45:14.395253
o3rnCkK5lIY,O primeiro caso de AMOR na LUA,2024-08-10T16:00:45Z,1528615,147693,1100,PT59S,2025-11-09T02:45:13.491004
leVycPfVEgQ,Por que não jogamos LIXO NUCLEAR no SOL?,2023-03-16T14:00:24Z,1525887,105562,1901,PT10M52S,2025-11-09T02:45:15.680656
auyuyzx5Urc,Como é ter uma EXPERIÊNCIA de QUASE MORTE?,2023-11-13T20:00:04Z,1520772,104978,3120,PT14M20S,2025-11-09T02:45:14.649456
rYYkxKu8mKw,A estranha LEI DE BENFORD #shorts,2022-11-18T20:00:17Z,1518758,184777,483,PT58S,2025-11-09T02:45:16.197442
ViyH1rGzEyQ,O EVEREST NÃO É A MAIOR MONTANHA DO MUNDO,2022-12-20T20:00:06Z,1511082,189490,691,PT59S,2025-11-09T02:45:15.907102
o_xOMxPojrA,A Teoria das Cordas Explicada,2021-10-23T19:11:33Z,1507074,135622,2382,PT12M59S,2025-11-09T02:45:17.390183
rKCMNzQLIEI,PARAR o tempo é a PIOR COISA que poderia acontecer,2024-08-19T21:01:11Z,1497180,102572,2321,PT16M53S,2025-11-09T02:45:13.490973
SUKT1jjnlJU,por que METAIS são GELADOS?,2023-07-03T20:00:16Z,1490676,230262,573,PT56S,2025-11-09T02:45:15.081493
JME5YGY5cV4,O que existe no LADO de FORA do UNIVERSO?,2023-02-06T14:00:19Z,1488925,123943,3202,PT6M16S,2025-11-09T02:45:15.906869
VsiihIbylgY,Você Consegue Sobreviver ao BASILISCO de ROKO?,2022-02-22T20:19:43Z,1480868,159972,9643,PT12M34S,2025-11-09T02:45:17.176532
oyOu_cSIfJc,é possível salvar a TERRA de um METEORO?,2025-08-05T19:00:56Z,1474222,133246,2480,PT1M11S,2025-11-09T02:45:13.045307
xCKOtzJUggE,o quão VELHA é a ÁGUA que VOCÊ BEBE?,2023-09-13T20:00:16Z,1460949,207129,1942,PT52S,2025-11-09T02:45:14.877220
k4PZ_YEEO_c,VOCÊ NÃO DEVERIA EXISTIR,2023-12-13T20:00:18Z,1458133,204224,4324,PT58S,2025-11-09T02:45:14.649362
92eSz2X0AlU,Computadores Quânticos Explicados,2020-02-22T16:52:30Z,1451671,139190,3405,PT14M37S,2025-11-09T02:45:18.114521
So7qDGyt9mI,ESSE VÍDEO É PERIGOSO,2023-05-28T20:00:05Z,1448614,205571,3141,PT57S,2025-11-09T02:45:15.294395
tm1bsl1gr94,como PARAR de SOLUÇAR (infalível),2023-11-07T20:00:31Z,1443908,191655,2628,PT1M,2025-11-09T02:45:14.649477
12Ze2SRpfhU,Como Supernovas Acontecem? #Shorts,2022-04-19T14:04:36Z,1443560,215956,1165,PT1M,2025-11-09T02:45:16.976217
B9IOFpnwsQA,O Livre Arbítrio não EXISTE?,2025-05-05T15:00:25Z,1440304,100084,6850,PT19M35S,2025-11-09T02:45:13.045499
gSWFF1dQTIs,O que você VERIA se ASSISTISSE ao BIG BANG ?,2024-10-01T21:00:25Z,1438520,86874,2494,PT14M2S,2025-11-09T02:45:13.490827
I5PR25LXvBI,Por que deveria ser IMPOSSÍVEL de ABRIR uma GELADEIRA,2025-03-07T20:14:49Z,1437457,165483,1177,PT1M8S,2025-11-09T02:45:13.252195
6sIVhAcJFLs,Por que o BRASIL não tem BOMBAS ATÔMICAS ?,2025-07-11T21:34:09Z,1434949,68106,1947,PT29M56S,2025-11-09T02:45:13.045346
zs6nw_ATMjc,Como seria enxergar a QUARTA DIMENSÃO?,2024-04-01T20:00:22Z,1434001,113473,3845,PT10M32S,2025-11-09T02:45:14.145110
7oFLCJyHjAY,Quanto custa carregar um CARRO ELÉTRICO? #Shorts,2022-05-26T14:22:36Z,1418929,160199,2423,PT59S,2025-11-09T02:45:16.976048
w4dBekYy3-g,E se um Buraco Negro Surgisse na Terra?,2021-04-22T22:16:52Z,1417273,109714,2155,PT9M23S,2025-11-09T02:45:17.787836
xHJV_f6fRKE,Você já ouviu falar do DEMÔNIO DE LAPLACE?,2025-02-20T22:21:41Z,1414865,179662,2132,PT1M41S,2025-11-09T02:45:13.252216
EU1IuVwXHlc,por que DERRETER GELO aumenta o NÍVEL do MAR?,2023-12-27T20:00:05Z,1411335,221277,1532,PT59S,2025-11-09T02:45:14.395264
FmirP9U94Sw,o que vai acontecer quando ANDRÔMEDA e a VIA LÁCTEA colidirem?,2023-03-25T20:00:06Z,1407482,186829,1457,PT1M,2025-11-09T02:45:15.680600
la-ZyAaNoQw,O que acontece quando DOIS BURACOS NEGROS COLIDEM? #Shorts,2022-06-27T14:25:33Z,1407026,235661,793,PT1M,2025-11-09T02:45:16.775197
R-GE33vn0Zw,TÁQUION: A Partícula MAIS RÁPIDA do que a Luz,2024-03-29T15:00:22Z,1404734,93664,2673,PT12M48S,2025-11-09T02:45:14.145122
LJML4ffF4i0,O Enigma da Antimatéria,2020-04-04T23:49:26Z,1404721,132896,3727,PT11M33S,2025-11-09T02:45:18.114500
01Ozf8LRof8,Por que é Matematicamente IMPOSSÍVEL de Resolver o Xadrez,2021-08-18T19:25:02Z,1404115,136137,2424,PT10M9S,2025-11-09T02:45:17.390263
DLnjOFOSlHk,Por que nós precisamos VOLTAR para a LUA?,2024-03-04T20:00:07Z,1400089,72050,2038,PT16M13S,2025-11-09T02:45:14.145258
EOrQnkL9IxY,A História do Eletromagnetismo,2020-08-06T19:43:19Z,1392364,90342,1412,PT17M42S,2025-11-09T02:45:18.114281
jy0sGTbP3Qs,O PARADOXO DE MORAVEC,2021-07-18T19:38:22Z,1391675,152064,4116,PT14M1S,2025-11-09T02:45:17.390317
6EBCulC8Klo,Qual é a Temperatura MÁXIMA do Universo?,2020-12-04T21:28:42Z,1389397,117905,3054,PT12M37S,2025-11-09T02:45:17.788047
7bQDNnLEhYM,Por que o TEMPO NÃO EXISTE na VELOCIDADE DA LUZ,2022-10-27T14:00:09Z,1388657,116876,3198,PT5M44S,2025-11-09T02:45:16.197536
QFzGtniqSF8,Como DESTRUIR o SOL #Shorts,2022-08-01T14:43:52Z,1387313,218848,1520,PT58S,2025-11-09T02:45:16.775051
lI4UWC1C1Yw,É impossível SOBREVIVER nessa região da GALÁXIA,2024-01-11T14:00:37Z,1386708,72368,1808,PT16M31S,2025-11-09T02:45:14.395188
h8zz4cRb9Ys,Uma Breve História do Átomo,2021-07-15T19:42:48Z,1380236,122619,1683,PT12M52S,2025-11-09T02:45:17.390323
4JOp9wUbfgs,por que a PRESSÃO no FUNDO do MAR é GRANDE?,2023-08-08T20:00:03Z,1362137,198086,873,PT53S,2025-11-09T02:45:15.081313
vYIVtOB-4xQ,A Maior Invenção da Humanidade,2019-03-30T22:43:27Z,1356946,166966,3350,PT9M52S,2025-11-09T02:45:18.433873
c2hAcRA20H4,Isso é tudo que NÃO sabemos sobre o UNIVERSO,2024-07-22T21:30:02Z,1353378,74457,2250,PT18M32S,2025-11-09T02:45:13.722557
ERdYACJ16Oo,Como um CARRO HÍBRIDO Funciona?,2022-05-25T21:30:01Z,1348501,33840,849,PT9M57S,2025-11-09T02:45:16.976054
J6x-qqYR970,Como está o fundo do WINDOWS XP hoje em dia?,2025-03-25T15:00:23Z,1344811,151281,1652,PT1M1S,2025-11-09T02:45:13.252175
OqWsy2n-un0,Como CONTAR até o INFINITO,2022-11-17T20:02:03Z,1343790,67654,1480,PT5M46S,2025-11-09T02:45:16.197450
2tq7-AjqrPc,é possível CURAR a MORTE?,2023-05-20T20:00:00Z,1339092,215055,1982,PT55S,2025-11-09T02:45:15.294434
