video_id,title,published_at,view_count,like_count,comment_count,duration,fetched_at
YugzxHTLZOg,é verdade que essa CANETA custou MILHÕES de DÓLARES?,2024-06-16T15:00:24Z,5839121,501610,9564,PT1M,2025-11-09T02:45:13.722781
LluWY8UWX70,e se um GRÃO de AREIA na VELOCIDADE da LUZ atingisse a TERRA?,2023-03-08T20:00:11Z,5580557,558322,2730,PT1M,2025-11-09T02:45:15.680704
WSALlkK1U2A,quanto DINHEIRO existe no mundo?,2024-07-31T15:00:37Z,5552117,561957,3025,PT1M,2025-11-09T02:45:13.722489
1Bbr-BGfx4E,esse é um CABO de INTERNET submarino,2024-05-17T15:00:02Z,5550938,510931,2621,PT58S,2025-11-09T02:45:13.948075
5gSx_gFdl5w,a internet MAIS RÁPIDA do mundo,2024-06-25T18:00:04Z,5513657,525450,3688,PT57S,2025-11-09T02:45:13.722709
5eo7EF_e2Eo,daria pra sobreviver com AUTOCANIBALISMO?,2024-11-11T20:51:44Z,5473029,531589,4740,PT58S,2025-11-09T02:45:13.252421
dwi2wODs4PA,O que aconteceria se uma FORMIGA BATESSE em você a 1 MILHÃO de km/h?,2025-07-02T21:14:30Z,5423111,336771,4701,PT53S,2025-11-09T02:45:13.045365
KLrqBUJkxMU,o elemento que foi EXTINTO do UNIVERSO,2022-11-29T20:00:11Z,5411402,596882,1775,PT59S,2025-11-09T02:45:16.197389
aba8j6Fl30s,o MAIOR VULCÃO do UNIVERSO,2024-05-14T15:00:02Z,5338093,389971,2526,PT59S,2025-11-09T02:45:13.948094
mmd3dFxgPqo,o MUNDO está ficando MENOS COLORIDO,2023-09-27T20:00:13Z,5325993,534235,4669,PT49S,2025-11-09T02:45:14.877149
voBvBy2oU4k,o NÚCLEO da TERRA está PARANDO de GIRAR,2023-02-04T20:00:17Z,5297000,412908,2057,PT54S,2025-11-09T02:45:15.906901
8fh_U8r5Lmo,O que significam os números das RODOVIAS brasileiras?,2024-12-16T19:00:06Z,5274388,483270,2674,PT1M3S,2025-11-09T02:45:13.252324
A_2yf3N2cxg,Por que CHOCOLATE dá ESPINHAS?,2024-04-16T15:00:07Z,5078847,562185,2026,PT58S,2025-11-09T02:45:13.948237
U-6TfBpLtqo,e se você BOTAR a MÃO em um ACELERADOR de PARTÍCULAS?,2024-01-07T20:00:09Z,5058586,567313,2544,PT57S,2025-11-09T02:45:14.395211
5jibHoG9rTc,O que aconteceria se você fosse IMORTAL?,2024-12-06T16:00:04Z,5000945,631910,9171,PT2M44S,2025-11-09T02:45:13.252354
4tTw2bISDiM,por que botam IODO no SAL?,2024-10-29T19:47:07Z,4971592,476848,3670,PT59S,2025-11-09T02:45:13.490754
jd5Y-33L8LE,o que aconteceria se a LUA DESAPARECESSE?,2023-01-02T20:00:11Z,4956028,424224,2211,PT56S,2025-11-09T02:45:15.907037
o0LjwAohJO8,Por que NÃO sabemos QUASE NADA sobre o FUNDO do MAR?,2023-12-07T15:00:42Z,4930684,267979,2062,PT13M24S,2025-11-09T02:45:14.649388
zraqUye3nf4,E se você caísse na lava?,2024-06-26T18:00:38Z,4908667,493380,1550,PT52S,2025-11-09T02:45:13.722702
WxiLn0IootQ,quantos MOSQUITOS para fazer uma PESSOA VOAR?,2024-03-09T15:00:23Z,4898166,420931,5060,PT53S,2025-11-09T02:45:14.145229
GgZCN4VJQ-M,Como seria ser IMORTAL?,2023-07-19T14:00:13Z,4829635,357965,18827,PT18M20S,2025-11-09T02:45:15.081420
axFhDMrOs2I,como esse avião está PARADO no CÉU?,2024-07-17T19:00:02Z,4812175,373271,1142,PT52S,2025-11-09T02:45:13.722582
_KUd8x-8x6E,e se a gente usasse 100% do CÉREBRO?,2024-04-14T15:00:32Z,4746582,512356,3253,PT59S,2025-11-09T02:45:13.948250
0ePflW-tRR4,O que Aconteceria se Todo Mundo Pulasse ao Mesmo Tempo? #Shorts,2022-02-28T17:33:35Z,4730133,525702,1963,PT58S,2025-11-09T02:45:17.176499
3vdzghRCprU,Como memorizar ABSOLUTAMENTE TUDO,2024-03-25T15:00:05Z,4714836,396502,8683,PT17M45S,2025-11-09T02:45:14.145148
ohmd487PGI0,7% do OURO do mundo está no LIXO,2024-06-19T18:00:23Z,4607227,435450,980,PT1M,2025-11-09T02:45:13.722751
xFAFQh9j7N8,Qual é o MAIOR ANIMAL possível de existir? #shorts,2022-10-03T20:00:27Z,4543254,546922,3682,PT1M,2025-11-09T02:45:16.413085
w7xXRIHDwqo,um OBJETO foi encontrado no FIM do SISTEMA SOLAR,2023-03-14T20:00:16Z,4536562,474767,1795,PT46S,2025-11-09T02:45:15.680667
iCSgJ2KEkX4,O Som Mais Alto da História,2018-07-11T16:14:21Z,4510807,404816,8602,PT8M15S,2025-11-09T02:45:18.666017
76uwSlT3WXk,É verdade que não se pode LAVAR o FRANGO?,2024-11-07T23:31:51Z,4504586,421043,3911,PT58S,2025-11-09T02:45:13.252432
Ky-4cCe3HfA,É verdade que MEL dura para SEMPRE?,2025-05-06T21:30:03Z,4499110,450643,2350,PT1M22S,2025-11-09T02:45:13.045491
Vm5i1IU-PB0,a sua ALIANÇA pesa 5.000 QUILOS,2024-06-17T15:00:23Z,4464400,305854,2619,PT42S,2025-11-09T02:45:13.722776
tu5-6Sy0O7s,Como um FILTRO de BARRO funciona?,2025-04-25T23:31:26Z,4435669,392282,2575,PT59S,2025-11-09T02:45:13.045577
OuLFehaTM6w,a MAIOR EXPLOSÃO (não nuclear) da HISTÓRIA,2023-04-05T20:00:08Z,4427237,493543,2338,PT59S,2025-11-09T02:45:15.294629
pwhXynMIXTc,Onde Estão Todas as Civilizações Inteligentes? (O Paradoxo de Fermi),2017-09-18T15:47:16Z,4422101,351254,15957,PT12M46S,2025-11-09T02:45:18.666163
PA_jym9eIHg,O que aconteceu com o BURACO na CAMADA DE OZÔNIO?,2024-09-24T20:30:04Z,4412203,647530,6569,PT1M,2025-11-09T02:45:13.490838
BPKG_l2NcGc,O Dia em que Criamos um Segundo Sol na Terra,2018-08-23T18:28:36Z,4393322,356719,8294,PT10M17S,2025-11-09T02:45:18.665983
h0Xdy9qwk_c,o que está acontecendo no OLHO do SAARA?,2024-03-02T15:00:38Z,4383529,379261,1291,PT50S,2025-11-09T02:45:14.145269
6fsuiVHtEfc,REAÇÃO em CADEIA: a HISTÓRIA da BOMBA ATÔMICA,2023-07-13T22:00:11Z,4332714,175403,3526,PT51M18S,2025-11-09T02:45:15.081428
gBBT7LraYJ8,a piada MAIS ENGRAÇADA do MUNDO,2023-12-17T20:00:22Z,4319515,453563,20326,PT1M,2025-11-09T02:45:14.649345
BipKvecdfzM,a TRISTE história da cadela LAIKA,2024-03-30T15:00:08Z,4300502,303011,6294,PT1M,2025-11-09T02:45:14.145116
gcwxYbn5v40,Quantas horas você precisa DORMIR por noite?,2024-07-10T15:00:42Z,4279046,533155,5815,PT1M,2025-11-09T02:45:13.722625
MGTmASIsNGM,Tudo o que sabemos sobre OVNIs,2023-10-09T20:00:14Z,4265649,135348,6593,PT29M48S,2025-11-09T02:45:14.877087
Oa164gR4qrM,o que é o PROBLEMA dos TRÊS CORPOS?,2024-05-22T15:00:20Z,4137091,406278,1497,PT1M,2025-11-09T02:45:13.948047
jJdH1k5YMS0,por que a AUSTRÁLIA é TÃO PERIGOSA?,2024-01-21T20:00:13Z,4136555,501777,1652,PT53S,2025-11-09T02:45:14.395137
LjrZJr4isic,o que você VERIA na VELOCIDADE da LUZ?,2023-08-09T20:00:13Z,4102670,502984,2811,PT56S,2025-11-09T02:45:15.081307
89NrBSTwCOs,nós NÃO SABEMOS como essa PESSOA era,2023-10-10T20:00:03Z,4080734,443095,2721,PT56S,2025-11-09T02:45:14.877080
rpMULUn0zoI,TODOS os PLANETAS cabem entre a TERRA e a LUA,2023-09-08T20:00:18Z,4048406,418183,3332,PT46S,2025-11-09T02:45:14.877252
xFxRQdb1s5c,Como a Radiação Mata?,2020-11-06T21:28:45Z,4047311,305238,4205,PT14M33S,2025-11-09T02:45:17.788099
4OLOOs-uMhM,A História COMPLETA da GRAVITAÇÃO UNIVERSAL | Episódio 9,2020-07-07T22:49:46Z,4036543,121826,2676,PT30M58S,2025-11-09T02:45:18.114389
MwyfeBYe7zc,Você consegue resolver o problema de Monty Hall? #Shorts,2022-07-07T13:53:01Z,4031689,447196,6586,PT59S,2025-11-09T02:45:16.775149
TLYVC8fTDl0,o que existe EMBAIXO do GELO da ANTÁRTIDA?,2023-04-02T20:00:07Z,4028752,477257,1684,PT59S,2025-11-09T02:45:15.294754
abMLeV1IDa4,essa BATERIA NUCLEAR dura 50 ANOS?,2024-02-13T14:00:03Z,4026084,306768,5033,PT51S,2025-11-09T02:45:14.395004
72_hG7OQcBI,Essas BOMBAS NUCLEARES foram PERDIDAS,2025-04-29T18:26:42Z,4015889,355899,3051,PT1M33S,2025-11-09T02:45:13.045553
4Qs_ORptaw8,Por que AVIÕES pararam no tempo?,2024-08-05T21:00:02Z,3994775,170833,2749,PT24M8S,2025-11-09T02:45:13.491023
eIkEs25zpd8,por que existem DINOSSAUROS no ESPAÇO?,2022-12-22T20:00:12Z,3956607,384609,1249,PT59S,2025-11-09T02:45:15.907092
mX2afy7Asb4,por que você NÃO CONSEGUE fazer CÓCEGAS em si mesmo?,2024-05-05T15:00:40Z,3939573,332376,6438,PT1M,2025-11-09T02:45:13.948155
MjDUZ7aHXNw,essa é uma das coisas MAIS RADIOATIVAS já feitas,2024-02-17T15:00:30Z,3906218,336029,6319,PT49S,2025-11-09T02:45:14.145328
sNLbYbCoiaU,O que os DINOSSAUROS viram antes do IMPACTO? #Shorts,2022-08-03T13:02:09Z,3901783,499398,5245,PT1M,2025-11-09T02:45:16.775040
25gdmNIzw08,o que acontece na MINA MAIS PROFUNDA do MUNDO?,2024-06-02T15:00:05Z,3882740,318484,3286,PT59S,2025-11-09T02:45:13.947978
jjs58QLCiPg,é verdade que a URINA precisa ser TRANSPARENTE?,2024-09-14T21:00:20Z,3881707,443554,1824,PT52S,2025-11-09T02:45:13.490876
SWu46-9FZsc,Como emitir RADIAÇÃO em CASA,2024-03-27T15:00:25Z,3853458,383725,2347,PT55S,2025-11-09T02:45:14.145134
nwzDS6C_2Lw,Por que a medalha de bronze é melhor do que a de prata,2024-08-20T15:00:58Z,3817893,416414,2995,PT49S,2025-11-09T02:45:13.490968
kc6ag_YiFH8,o ANIMAL MAIS VENENOSO do MUNDO,2023-07-09T20:00:19Z,3816989,443108,3046,PT56S,2025-11-09T02:45:15.081448
uXAZXKTG8aI,a HISTÓRIA do NÚCLEO do DEMÔNIO,2023-08-11T20:00:15Z,3809854,455868,1994,PT57S,2025-11-09T02:45:15.081288
mzij4QvSWfg,O PARADOXO DO MONTE #Shorts,2022-07-14T14:21:34Z,3772917,436149,8116,PT1M,2025-11-09T02:45:16.775116
TtLA_JSokEM,FRIO causa GRIPE?,2024-06-23T15:00:24Z,3732918,384618,1929,PT1M,2025-11-09T02:45:13.722724
RzQsgXtDna4,O que acontece se você JOGAR uma MOEDA de um PRÉDIO?,2022-11-26T20:00:08Z,3680561,445125,1812,PT56S,2025-11-09T02:45:16.197404
AHj3CCYjULA,Essa senhora deixou um PAÍS INTEIRO sem INTERNET,2025-05-15T20:30:01Z,3679816,280411,1178,PT1M2S,2025-11-09T02:45:13.045468
nfPGirmp8NQ,A Civilização Mais Avançada do Universo: A Escala de Kardashev Explicada,2022-04-13T21:35:36Z,3676852,210361,4604,PT15M32S,2025-11-09T02:45:16.976242
T8aPJ8lhl0A,O JAMES WEBB provou que o BIG BANG está ERRADO?,2024-04-05T20:00:10Z,3675710,138192,8916,PT24M6S,2025-11-09T02:45:14.145085
1Oq3ZdL2xuc,o APOCALIPSE dos INSETOS,2024-05-29T15:00:04Z,3637699,309151,3388,PT49S,2025-11-09T02:45:13.948003
ZQnQuNN55-g,o MAIOR NÚMERO já DESCOBERTO,2022-12-30T20:00:09Z,3620503,330817,3432,PT59S,2025-11-09T02:45:15.907050
JBKNeQR7xJY,Como GELO era feito no DESERTO?,2025-04-24T15:00:24Z,3618595,350696,2106,PT1M13S,2025-11-09T02:45:13.045583
assGXMYRRdA,quando o CHÃO engole PRÉDIOS,2024-06-08T15:00:03Z,3612592,302002,1486,PT54S,2025-11-09T02:45:13.947905
rtah8FqxKtc,essa é a COR MAIS CARA do MUNDO,2024-03-03T15:46:13Z,3579879,332748,918,PT53S,2025-11-09T02:45:14.145264
1zzZ8DU1HrA,O que acontece se PARTIR um ÍMÃ ao MEIO?,2024-03-19T15:00:02Z,3573625,318282,1004,PT51S,2025-11-09T02:45:14.145176
mfLnBKROkBY,Quantos ÁTOMOS existem em um GRÃO DE AREIA?,2022-12-15T20:00:23Z,3560094,397086,2262,PT59S,2025-11-09T02:45:16.197328
HASqGPLcca4,qual é o TAMANHO MÁXIMO que uma ESTRELA pode ter?,2024-01-17T19:46:40Z,3559453,302587,1490,PT47S,2025-11-09T02:45:14.395159
AmibFZR8pPk,quando vai ser o ÚLTIMO ECLIPSE SOLAR TOTAL?,2023-10-11T20:00:03Z,3558638,308082,2717,PT54S,2025-11-09T02:45:14.877074
u44QktTmNII,qual BOTÃO do ELEVADOR você deve apertar?,2024-04-07T15:19:07Z,3527770,362817,2935,PT1M,2025-11-09T02:45:14.145074
kNzEEY3249k,é melhor ANDAR ou CORRER na CHUVA?,2024-03-01T15:00:44Z,3522075,420584,1692,PT50S,2025-11-09T02:45:14.145275
7kHt_4mOo_0,por que os CONTINENTES formam uma GALINHA?,2023-04-14T20:00:03Z,3499685,402755,1700,PT1M,2025-11-09T02:45:15.294588
PYfCybSfGDk,por que dá pra VIVER em HIROSHIMA mas não em CHERNOBYL?,2023-09-22T20:00:08Z,3445773,342342,828,PT58S,2025-11-09T02:45:14.877169
hTqj2pqryBE,Fazer a BARBA ajuda ela a crescer MAIS RÁPIDO?,2024-07-16T15:00:43Z,3386193,318330,1061,PT50S,2025-11-09T02:45:13.722589
v63gE5f-IKc,Você NUNCA EMBARALHA um baralho duas vezes iguais,2024-10-25T17:30:13Z,3382909,345211,2217,PT1M,2025-11-09T02:45:13.490782
PxEQql7ZrSQ,Quanto tempo a HUMANIDADE vai DURAR?,2023-10-12T20:00:08Z,3369490,158726,6819,PT14M49S,2025-11-09T02:45:14.877069
ua4UXeRVZ5E,O lago mais RADIOATIVO do MUNDO,2025-04-30T21:00:40Z,3361216,298954,2109,PT1M17S,2025-11-09T02:45:13.045505
2LqqyxmEWnY,O Paradoxo do Teletransporte,2020-01-24T23:38:33Z,3310752,320881,13954,PT11M,2025-11-09T02:45:18.114548
TuKE47F5ig0,Você consegue VER em 144 hz?,2023-02-05T20:00:14Z,3308746,380306,2300,PT1M,2025-11-09T02:45:15.906895
HZxVEDDbRFQ,E se uma ESTRELA DE NÊUTRONS caísse na TERRA? #shorts,2022-10-17T20:00:03Z,3297997,428767,2372,PT58S,2025-11-09T02:45:16.197576
CqofBTH5Qc8,esse é o VERDADEIRO peso de 1 QUILOGRAMA,2023-12-01T20:00:06Z,3297935,300715,1627,PT1M,2025-11-09T02:45:14.649413
SoAvURB95wk,como o SISTEMA SOLAR se MOVE pelo UNIVERSO?,2024-01-20T20:37:14Z,3295745,322123,1989,PT1M,2025-11-09T02:45:14.395141
qudDSmeq1kY,como VIAJAR para o FUTURO,2022-12-31T20:00:13Z,3278138,367478,2463,PT1M,2025-11-09T02:45:15.907046
cL3PQvwMqTA,Você sabe como calcular PORCENTAGENS?,2024-12-04T23:45:20Z,3272083,433252,4323,PT1M11S,2025-11-09T02:45:13.252361
8_YuMG4Z7i0,Como seria ENXERGAR em mais DIMENSÕES?,2025-04-18T21:34:10Z,3252089,328949,2742,PT1M34S,2025-11-09T02:45:13.252118
7bDSQvLvUBU,o que acontece com uma FORMIGA caindo de um PRÉDIO?,2023-04-07T20:00:02Z,3248674,412955,2149,PT1M,2025-11-09T02:45:15.294617
aTU7nTrQWXY,A Praga da Dança de 1518,2024-09-20T15:00:01Z,3238827,267381,1616,PT1M,2025-11-09T02:45:13.490848
lOVeFSwPagY,O Que Acontece se Você TOCAR em URÂNIO?,2020-12-26T15:41:26Z,3230017,254426,4245,PT11M10S,2025-11-09T02:45:17.788014
MOzj3YM8wf0,VOCÊ gera MAIS ENERGIA do que o SOL,2024-02-23T15:00:19Z,3204606,319560,1312,PT47S,2025-11-09T02:45:14.145301
IAb3inwYFnA,É verdade que ESTALAR os DEDOS faz mal?,2024-11-18T15:00:19Z,3176971,388995,1664,PT53S,2025-11-09T02:45:13.252399
eA1E2HGdbKg,Física Quântica EXPLICADA,2019-09-14T22:48:31Z,3141678,223727,4543,PT13M50S,2025-11-09T02:45:18.433765
OhtPf9kjB6k,Por que NÃO DÁ de ver ESTRELAS na LUA? #Shorts,2022-06-07T13:49:07Z,3135796,385437,3411,PT55S,2025-11-09T02:45:16.975950
anFl3WcsDFo,essa é a VERDADEIRA distância entre a TERRA e a LUA,2024-10-11T15:00:03Z,3134570,325618,2268,PT53S,2025-11-09T02:45:13.490816
JXAAu7dFt1w,quantas vezes o seu CORAÇÃO vai bater NA VIDA?,2024-03-08T16:17:01Z,3092869,290936,1126,PT54S,2025-11-09T02:45:14.145234
mezqWByQhNk,O Dilema do Crocodilo,2024-08-16T15:00:52Z,3070869,334758,4822,PT52S,2025-11-09T02:45:13.490984
Bilbr5qn3-A,"por que dizemos ""ALÔ"" no CELULAR?",2024-04-06T15:02:26Z,3034153,311407,2561,PT58S,2025-11-09T02:45:14.145080
IsEP4cr7zuY,os OBJETOS que foram DEIXADOS na LUA,2024-02-04T20:00:12Z,3007974,242696,1843,PT51S,2025-11-09T02:45:14.395062
HHWCh9pmyio,A Hipótese da Floresta Negra,2023-04-06T14:12:12Z,3002568,227150,5338,PT9M46S,2025-11-09T02:45:15.294623
WK47hxmVdv4,O Paradoxo do Hotel Infinito,2020-08-28T20:16:44Z,2997353,256573,6212,PT10M27S,2025-11-09T02:45:18.114207
BRWNx5fY1L8,você NÃO SABE o que é LIXO NUCLEAR,2023-08-02T20:00:07Z,2994307,340116,1905,PT1M,2025-11-09T02:45:15.081353
qrGzqt7DakU,esse vídeo vai DESATIVAR a sua RESPIRAÇÃO AUTOMÁTICA,2023-11-08T20:00:21Z,2979696,278940,4157,PT1M,2025-11-09T02:45:14.649473
APKB74YYgLM,A água é estranha,2023-03-12T20:00:03Z,2951502,417329,1807,PT57S,2025-11-09T02:45:15.680678
OGdIEhoik7s,dá pra PARAR um FURACÃO usando BOMBAS NUCLEARES?,2024-02-20T20:00:07Z,2946027,279467,1468,PT45S,2025-11-09T02:45:14.145317
oVjLtirCqiI,essa ILHA vive UM DIA no FUTURO,2024-01-31T20:00:19Z,2940476,272326,505,PT46S,2025-11-09T02:45:14.395086
j_XAI7z6uYA,E se a Terra Parasse de Girar? #Shorts,2022-05-06T13:55:41Z,2928191,407575,1931,PT58S,2025-11-09T02:45:16.976112
TvicUtOMK_A,Por que RADIAÇÃO faz ESSE SOM?,2025-05-22T18:30:40Z,2922236,230939,1239,PT58S,2025-11-09T02:45:13.045449
UPMRpQ4i25s,A Hipótese da Terra Rara,2023-11-23T20:00:17Z,2918558,106921,2574,PT19M39S,2025-11-09T02:45:14.649430
hJ2p0BERSl8,quantos METROS tem um METRO?,2024-01-26T20:02:38Z,2910792,277283,1357,PT52S,2025-11-09T02:45:14.395105
wEg8PYoLyxE,os VIKINGS eram musculosos?,2024-08-29T20:30:09Z,2899401,316013,2231,PT57S,2025-11-09T02:45:13.490927
v50GxZRuwN4,qual é a coisa MAIS RADIOATIVA que você pode TOCAR?,2023-07-26T20:00:28Z,2898590,346379,1341,PT1M,2025-11-09T02:45:15.081396
M7-UvRzlPag,O que aconteceria se você passasse 1 SEGUNDO no SOL? #Shorts,2022-07-29T14:16:28Z,2897534,358248,1528,PT59S,2025-11-09T02:45:16.775056
AltnwpraC9c,O DILEMA DO PRISIONEIRO #shorts,2022-10-14T20:00:03Z,2886387,362752,1864,PT58S,2025-11-09T02:45:16.197585
upQgZ4iCXq8,como GANHAR na LOTERIA,2023-02-24T20:00:30Z,2884684,318983,2023,PT59S,2025-11-09T02:45:15.680777
scWI-ykd94w,Uma Breve História do Estoicismo,2023-05-22T20:00:13Z,2884547,276201,4175,PT10M15S,2025-11-09T02:45:15.294423
bkRxUMvn_uA,A História da Velocidade da Luz,2019-02-02T23:18:11Z,2864489,223362,6029,PT13M23S,2025-11-09T02:45:18.433907
005pmiNYRF0,Como Seria CAIR em um BURACO NEGRO?,2021-02-11T22:19:51Z,2853757,224248,7071,PT11M20S,2025-11-09T02:45:17.787938
TSjRv5X0dhE,o PLÁSTICO é feito de DINOSSAUROS?,2024-10-21T22:01:14Z,2852481,243634,1279,PT55S,2025-11-09T02:45:13.490800
Df8rGMvb72E,Por que ainda é 2020 no CENTRO da TERRA? #shorts,2022-11-23T20:00:03Z,2843814,360936,2423,PT1M,2025-11-09T02:45:16.197427
GatEKxgwYVc,o PARADOXO de FERMI explicado,2024-05-25T15:00:19Z,2838873,342893,3225,PT1M,2025-11-09T02:45:13.948028
7HhdSJ9Vn98,por que esse pedaço do UNIVERSO está VAZIO?,2024-03-12T20:00:02Z,2826813,285783,6032,PT48S,2025-11-09T02:45:14.145212
KiY35jIYpz4,quantas CALORIAS tem uma TELA de CELULAR?,2024-03-26T15:00:30Z,2776321,277775,2159,PT58S,2025-11-09T02:45:14.145141
LuZto_5HRxU,Porque NINGUÉM vai colonizar MARTE (ainda),2024-05-03T15:00:25Z,2764996,122007,6963,PT19M32S,2025-11-09T02:45:13.948169
y6HujMGZ_VI,o que é o OLHO de um FURACÃO?,2024-04-20T15:21:47Z,2763431,248628,1249,PT1M,2025-11-09T02:45:13.948218
1x0GJ9uOyS0,a MELHOR IDEIA de ALBERT EINSTEIN,2022-12-16T20:00:02Z,2717874,388648,1318,PT1M,2025-11-09T02:45:15.907119
8Q8_Hr6RP1E,O Vale da Estranheza,2022-04-06T15:08:28Z,2716203,242137,6504,PT12M22S,2025-11-09T02:45:16.976277
GXDz8yW5QcA,qual é o ELEMENTO MAIS CARO do MUNDO?,2023-06-28T20:00:03Z,2715449,350183,2224,PT59S,2025-11-09T02:45:15.081520
8SRc4OuYcj8,Como um DETECTOR de MENTIRAS funciona?,2024-05-15T15:00:06Z,2698389,273444,4444,PT1M,2025-11-09T02:45:13.948087
xVUcbX11qdI,ANTIGRAVIDADE,2022-08-24T14:00:36Z,2685268,160194,3473,PT16M34S,2025-11-09T02:45:16.413271
IWxs6ApuNeU,por que uma FOLHA tem ESSE tamanho?,2023-11-15T20:00:12Z,2682626,288120,990,PT59S,2025-11-09T02:45:14.649448
kJ5xNaSIeTI,O Espaço-Tempo Explicado,2019-11-19T22:03:12Z,2671016,227705,7590,PT11M59S,2025-11-09T02:45:18.433714
znHrQIbmsTA,Os Efeitos do 5G no Corpo Humano,2019-07-20T22:07:43Z,2670025,261560,11105,PT10M58S,2025-11-09T02:45:18.433788
iY9eA7-WY54,Como Seria Viver em 4 Dimensões? (4ª Dimensão Explicada),2019-12-23T20:39:37Z,2665975,245824,8146,PT11M53S,2025-11-09T02:45:18.433636
SkPtNZ-74kI,O Paradoxo da Prova Surpresa #Shorts,2022-08-23T14:40:54Z,2658769,307190,1900,PT50S,2025-11-09T02:45:16.413277
5XEKoy3ULLg,O Grande Filtro Explicado,2024-04-29T21:00:03Z,2655703,145885,8452,PT11M16S,2025-11-09T02:45:13.948186
YZLAVFuNjII,Por que estrelas piscam?,2024-05-24T15:00:36Z,2652607,301649,1973,PT57S,2025-11-09T02:45:13.948034
G7A5xrhWgT0,Nós Estamos Vivendo em um Multiverso?,2019-08-25T22:00:11Z,2637231,212936,8900,PT19M32S,2025-11-09T02:45:18.433771
vW085wbi5IU,existem mais posições no XADREZ do que ÁTOMOS no UNIVERSO?,2024-02-28T15:01:01Z,2626821,276276,1821,PT52S,2025-11-09T02:45:14.145285
fz9lXpjc4Dw,E se você NADAR na piscina de um REATOR NUCLEAR? #Shorts,2022-06-03T13:00:32Z,2608568,326087,1251,PT48S,2025-11-09T02:45:16.975991
2ZdCJ9tONL4,A Ilusão do Tempo,2023-06-08T14:00:02Z,2606529,170604,5489,PT14M20S,2025-11-09T02:45:15.081585
kU-fesG4Org,esse é o TAMANHO MÁXIMO que um CANUDINHO pode ter,2023-09-19T20:00:26Z,2605545,283041,4181,PT1M,2025-11-09T02:45:14.877187
7W3Dg7w7JFU,Nós estamos DENTRO de um BURACO NEGRO?,2024-02-15T15:00:04Z,2589434,146533,4643,PT17M24S,2025-11-09T02:45:14.394962
vIAuV6_HBIk,o DESAFIO da CORDA,2024-05-08T15:00:46Z,2587559,194446,604,PT50S,2025-11-09T02:45:13.948135
BjZGKNZBimE,BANANAS tem mais energia do que DINAMITES,2023-07-27T20:00:03Z,2582063,316542,3531,PT1M,2025-11-09T02:45:15.081389
ZwNTb46n3mM,é possível criar um FURACÃO SOPRANDO? #shorts,2022-10-10T20:00:11Z,2581976,338141,916,PT59S,2025-11-09T02:45:16.413044
qjHfkfIs1Ug,A ENTROPIA EXPLICADA,2020-07-18T23:37:51Z,2576563,163555,3872,PT20M50S,2025-11-09T02:45:18.114348
p-iydI1T5d0,qual que é o CHEIRO do ESPAÇO?,2024-05-04T15:00:43Z,2567075,268031,2752,PT58S,2025-11-09T02:45:13.948161
xmsvU3RneTQ,A História da Terra em 1 Minuto #Shorts,2022-04-12T14:48:57Z,2560163,271431,3663,PT59S,2025-11-09T02:45:16.976248
hfXeiU7PSTk,Como peixes DORMEM sem AFUNDAR?,2024-04-28T15:31:52Z,2559760,0,719,PT59S,2025-11-09T02:45:13.948192
Oma5vz_RchU,o que acontece se você TOCAR no SOL? #Shorts,2022-09-29T20:00:04Z,2553684,345793,1617,PT57S,2025-11-09T02:45:16.413102
DSDolr2xJKE,existem MAIS ÁRVORES na TERRA do que ESTRELAS na VIA LÁCTEA,2024-03-10T15:00:10Z,2538294,280423,3079,PT52S,2025-11-09T02:45:14.145223
2f4YHSD1avk,esse é o MAIOR BURACO NEGRO já encontrado no UNIVERSO,2023-02-10T20:00:01Z,2530803,271899,2398,PT1M,2025-11-09T02:45:15.680858
H8sVhXC9_1Q,O Big Bang Explicado em 1 Minuto #Shorts,2022-02-12T14:55:06Z,2521337,285032,4373,PT59S,2025-11-09T02:45:17.176585
-iT09map62w,O que aconteceria se a Internet ACABASSE?,2024-03-07T15:00:00Z,2518773,158417,3898,PT13M44S,2025-11-09T02:45:14.145239
eaN0BGdwIRA,beber ÁGUA DEMAIS pode MATAR?,2024-01-02T20:00:15Z,2518608,333632,2483,PT52S,2025-11-09T02:45:14.395233
bzM79yLXrMY,Como sabemos que a TERRA é REDONDA? #Shorts,2022-07-25T14:25:18Z,2516038,326269,17351,PT1M,2025-11-09T02:45:16.775084
C9VnAJysiLE,O Mistério dos Buracos Brancos,2022-01-25T14:25:15Z,2513761,204259,4178,PT10M40S,2025-11-09T02:45:17.176652
LpLxIlDf4yg,como o CAFÉ foi descoberto?,2024-07-19T16:30:04Z,2502543,254360,1127,PT54S,2025-11-09T02:45:13.722569
NYc_1Rwt2PY,Como uma BOMBA de HIDROGÊNIO funciona?,2024-01-08T20:00:09Z,2499896,117585,1635,PT12M54S,2025-11-09T02:45:14.395206
LKMMwW4Gg5U,O Que Aconteceria Se Você Caísse em Júpiter?,2018-08-17T20:56:02Z,2493827,236156,5356,PT8M11S,2025-11-09T02:45:18.665989
atR-fnSgI8E,qual é a coisa MAIS DISTANTE que VOCÊ consegue VER?,2023-03-07T20:00:01Z,2477021,347706,2318,PT1M,2025-11-09T02:45:15.680710
nNAuuTIf3LE,O Big Bang Explicado,2019-09-28T23:56:38Z,2474542,195947,17895,PT13M1S,2025-11-09T02:45:18.433760
